CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;CHINESE
uighur;Uighur;Ouïghour;Uigurisch;Ujgur;Uigur;Uiguro;Uigurisk;Ujgur;Ujguro;Oeigoers;Uigure;Уйгурский;Uiguurilainen;维吾尔语
ukrainian;Ukrainian;Ukrainien;Ukrainisch;Ukraiński;Ucraniano;Ucraino;Ukrainsk;Ukrajinský;Ukrán;Oekraïens;Ucraniano;Украинский;Ukrainalainen;乌克兰语
uzbek;Uzbek;Ouzbek;Usbekisch;Uzbecki;Uzbeko;Uzbeco;Uzbekisk;Uzbecký;Üzbég;Oezbeeks;Usbeque;Узбекский;Uzbekkilainen;乌兹别克语
venda;Venda;Venda;Venda;Venda;Venda;Venda;Venda;Venda;Venda;Venda;Venda;Венда;Vendalainen;文达语
vietnamese;Vietnamese;Vietnamien;Vietnamesisch;Wietnamski;Vietnamita;Vietnamita;Vietnamesisk;Vietnamský;Vietnámi;Vietnamees;Vietnamita;Вьетнамский;Vietnamilainen;越南语
vietnamese_christian;Vietnamese Christian;Chrétien vietnamien;Vietnamesischer Christ;Wietnamski chrześcijanin;Cristiano vietnamita;Cristiano vietnamita;Vietnamesisk kristen;Vietnameský křesťan;Vietnámi keresztény;Vietnamees christen;Cristão vietnamita;Вьетнамский христианин;Vietnamilaiskristillinen;越南基督徒
voltaic;Voltaic;Voltaique;Voltaisch;Voltański;Voltaico;Voltaico;Voltaiskt;Voltaický;Volta;Voltaïsch;Voltaico;Волтайский;Voltaalainen;伏打的
wallonian;Wallonian;Wallon;Wallonisch;Waloński;Valón;Valone;Vallonisk;Valonský;Wallon;Waals;Valão;Валлонский;Wallonalainen;瓦隆的
welsh;Welsh;Gallois;Walisisch;Walijski;Galés;Gallese;Walesisk;Velština;Walesi;Welsh;Galês;Валлийский;Walesilainen;威尔士的
white_anglo;White Anglo;Anglo blanc;Weißer Anglo;Biały Anglo;Anglo blanco;Anglo nero;Vit anglo;Bílý anglosaský;Fehér angol;Wit Anglo;Anglo negro;Белый англо;Valkoinen anglolainen;白人盎格鲁
white_french;White French;Français blanc;Weißes Französisch;Biały francuski;Francés negro;Francese bianco;Vit fransk;Bílá francouzština;Fehér francia;Wit Frans;Francês negro;Белый француз;Valkoinen ranskalainen;白人法裔
white_portuguese;White Portuguese;Portugais blanc;Weißes Portugiesisch;Biały portugalski;Portugués blanco;Portoghese bianco;Vit portugisiska;Bílá portugalština;Fehér portugál;Wit Portugees;Português branco;Белый португальский;Valkoinen portugalilainen;白人葡萄牙裔
white_spanish;White Spanish;Espagnol blanc;Weißes Spanisch;Biały hiszpański;Español blanco;Spagnolo bianco;Vit spanska;Bílá španělština;Fehér spanyol;Wit Spaans;Espanhol branco;Белый испанский;Valkoinen espanja;白人西班牙裔
wolof;Wolof;Wolof;Wolof;Wolof;Wolof;Wolof;Wolof;Wolof;Wolof;Wolof;Wolof;Волоф;Wolofilainen;沃洛夫
xhosa;Xhosa;Xhosa;Xhosa;Xhosa;Xhosa;Xhosa;Xhosa;Xhosa;Xhosa;Xhosa;Xhosa;Хоса;Xhosalainen;科萨
yakut;Yakut;Iakoute;Jakutisch;Jakucki;Yakuto;Yakuto;Jakutisk;Jakutský;Jakuti;Yakutisch;Iacuto;Якутский;Jakutilainen;雅库特
yao;Yao;Yao;Yao;Jao;Yao;Yao;Yao;Yao;Yao;Yao;Yao;Яо;Yaolainen;瑶
yao_asia;Yao (Asia);Yao (Asie);Yao (Asien);Jao (Azja);Yao (Asia);Yao (Asia);Yao (Asien);Yao (Asie);Yao (Ázsia);Yao (Azië);Yao (Ásia);Яо (Азия);Yaolainen (Aasia);亚洲瑶族
yemeni;Yemeni;Yéménite;Jemenitisch;Jemeński;Yemení;Yemenita;Jemenitisk;Jemenský;Jemeni;Jemenitisch;Iemenita;Йеменский;Jemenilainen;也门人
yi;Yiddish;Yiddish;Jiddisch;Jidiysz;Yidis;Yiddish;Jiddisch;Jidiš;Jiddis;Jiddisch;Iídiche;Идиш;Jiddi;意第绪语
yoruba;Yoruba;Yoruba;Yoruba;Joruba;Yoruba;Yoruba;Yoruba;Yoruba;Yoruba;Yoruba;Iorubá;Йоруба;Yorubalainen;约鲁巴
yue;Yue (Cantonese);Yue (cantonais);Yue (Kantonesisch);Jue (kantoński);Yue (cantonés);Yue (cantonese);Yue (kantones);Yue (kantonština);Yue (kantoni);Yue (Kantsonees);Yue (cantonês);Юэ (кантонский);Yue (kantonilainen);粤语
yugoslav;Yugoslav;Yougoslave;Jugoslawisch;Jugosłowiański;Yugoslavo;Jugoslavo;Jugoslavisk;Jugoslávský;Jugoszláv;Joegoslaviër;Iugoslavo;Югославский;Jugoslavilainen;南斯拉夫的
zaghawa;Zaghawa;Zaghawa;Zaghawa;Zaghawa;Zaghawa;Zaghawa;Zaghawa;Zaghawa;Zaghawa;Zaghawa;Zaghawa;Загава;Zaghawalainen;扎加瓦
zapotec;Zapotec;Zapotèque;Zapotec;Zapotec;Zapoteca;Zapoteca;Zapotec;Zapotec;Zapotec;Zapotec;Zapoteca;Сапотекский;Zapoteekkilainen;萨波特克
zarma;Zarma;Zarma;Zarma;Zarma;Zarma;Zarma;Zarma;Zarma;Zarma;Zarma;Zarma;Зарма;Zarmalainen;扎尔马
zhuang;Zhuang;Zhuang;Zhuang;Zhuang;Zhuang;Zhuang;Zhuang;Zhuang;Zhuang;Zhuang;Zhuang;Чжуан;Zhuangilainen;壮族
catholic;Catholic;Catholique;Katholisch;Katolicki;Católico;Cattolico;Katolsk;Katolický;Katolikus;Katholiek;Católico;Католический;Katolinen;天主教
protestant;Protestant;Protestant;Protestantisch;Protestancki;Protestante;Protestante;Protestantisk;Protestantský;Protestáns;Protestants;Protestante;Протестантский;Protestanttinen;新教
orthodox;Orthodox;Orthodoxe;Orthodox;Prawosławny;Ortodoxo;Ortodosso;Ortodox;Ortodoxní;Ortodox;Orthodox;Ortodoxo;Православный;Ortodoksinen;东正教
coptic;Coptic;Copte;Koptisch;Koptski;Copto;Copto;Koptisk;Koptský;Kopt;Koptisch;Copta;Коптский;Koptinen;科普特
sunni;Sunni;Sunni;Sunnitisch;Sunnicki;Sunita;Sunita;Sunni;Sunni;Szunnita;Soennitisch;Sunita;Суннитский;Sunni;逊尼派
ibad;Ibad;Ibadite;Ibaditisch;Ibad;Ibadí;Ibadita;Ibadisk;Ibaditský;Ibadita;Ibaditisch;Ibadita;Ибадитский;Ibadilainen;伊巴德派
shiite;Shiite;Chiite;Schiitisch;Szyicki;Chiita;Sciita;Sjiitisk;Šíitský;Síita;Sjiitisch;Xiita;Шиитский;Shiitaalainen;什叶派
druze;Druze;Druze;Druzen;Druzy;Druza;Druzo;Druzer;Druzi;Druze;Druzen;Druza;Друзы;Druzaalainen;德鲁兹派
jewish;Jewish;Juif;Jüdisch;Żydowski;Judío;Ebraico;Judisk;Židovský;Zsidó;Joods;Judaico;Еврейский;Juutalainen;犹太教
buddhist;Buddhist;Bouddhiste;Buddhistisch;Buddyjski;Budista;Buddhista;Buddhist;Buddhistický;Buddhista;Boeddhistisch;Budista;Буддийский;Buddhalainen;佛教
hindu;Hindu;Hindou;Hindu;Hinduski;Hindú;Indù;Hindu;Hindský;Hindu;Hindoe;Hindu;Индуистский;Hindulainen;印度教
taoism;Taoism;Taoïsme;Taoismus;Taoizm;Taoísmo;Taoismo;Taoism;Taoismus;Taoizmus;Taoïsme;Taoísmo;Даосизм;Taolaisuus;道教
shinto;Shinto;Shintoïsme;Shinto;Shintōizm;Sintoísmo;Shintoismo;Shinto;Šintoismus;Sintoizmus;Shintoïsme;Xintoísmo;Синтоизм;Shintolaisuus;神道
sikh;Sikh;Sikh;Sikh;Sikhowi;Sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Сикх;Sikhilainen;锡克教
animist;Animist;Animiste;Animist;Animista;Animista;Animista;Animist;Animista;Animista;Animist;Animista;Анимист;Animistilainen;泛灵论
atheist;Atheist;Athée;Atheist;Ateista;Ateo;Ateo;Ateist;Ateista;Atei;Atheïst;Ateu;Атеист;Ateistilainen;无神论
territorial_focus;Territorial Focus;Fokus teritorial;Fokus teritoriell;Foco territorial;Fokus terytorialny;Foco territorial;Fokus territorial;Folk religioner;Fokus på territorium;Folk religions;Foco territorial;Территориальный акцент;Alueellinen painotus;领土重点
territorial_focus_desc;We value our territory above all else with a territorial focus. Whether we want to expand or just defend our historic lands, we need a strong military and supporting economy to acheive our territorial ends.;Nous valorisons notre territoire avant tout avec un focus territorial. Que nous voulions nous étendre ou simplement défendre nos terres historiques, nous avons besoin d’une armée forte et d’une économie de soutien pour atteindre nos objectifs territoriaux.;Vi värderar vårt territorium över allt annat med ett territoriellt fokus. Oavsett om vi vill expandera eller bara försvara våra historiska länder, behöver vi en stark militär och en stödjande ekonomi för att uppnå våra territoriella mål.;Foco territorial;Fokus terytorialny;Foco territorial;Fokus territorial;Folk religioner;Fokus på territorium;Folk religions;Valorizamos nosso território acima de tudo com um foco territorial. Seja para expandir ou defender nossas terras históricas, precisamos de um exército forte e de uma economia de apoio para alcançar nossos objetivos territoriais.;Мы ценим нашу территорию превыше всего. Независимо от того, стремимся ли мы к расширению или просто защищаем наши исторические земли, нам нужна сильная армия и поддерживающая экономика для достижения наших территориальных целей.;Arvostamme aluettamme yli kaiken. Olipa tavoitteena laajentuminen tai vain historiallisten maiden puolustaminen, tarvitsemme vahvan armeijan ja tukevan talouden saavuttaaksemme alueelliset päämäärämme.;我们最重视我们的领土。不论是扩张还是保卫历史土地，我们都需要强大的军队和支持性经济来实现我们的领土目标.
cultural_bias_focus;Cultural Bias Focus;Fokus sur les préjugés culturels;Fokus på kulturell partiskhet;Enfoque de sesgo cultural;Fokus na stronniczość kulturową;Foco de viés cultural;Fokus på kulturell partiskhet;Fokus på kulturell partiskhet;Folk religions;Culturele vooringenomenheid Focus;Foco em preconceito cultural;Культурный уклон;Kulttuurinen vinouma;文化偏见重点
cultural_bias_focus_desc;Cultural bias is the phenomenon of interpreting and judging phenomena by standards inherent to one's own culture. With this focus we aim to support our own culture or people over any other.;Le biais culturel est le phénomène d’interpréter et de juger des phénomènes selon des critères propres à sa propre culture. Avec ce focus, nous visons à soutenir notre propre culture ou notre propre peuple par rapport à tout autre.;Kulturell partiskhet är fenomenet att tolka och bedöma fenomen enligt normer som är inneboende i ens egen kultur. Med detta fokus strävar vi efter att stödja vår egen kultur eller vårt folk framför andra.;Stronniczość kulturowa to zjawisko interpretowania i oceniania zjawisk według norm własnej kultury. Dzięki temu podejściu wspieramy naszą własną kulturę lub naród ponad wszystko.;El sesgo cultural es el fenómeno de interpretar y juzgar fenómenos según los estándares inherentes a la propia cultura. Con este enfoque, buscamos apoyar nuestra propia cultura o pueblo sobre cualquier otro.;Il pregiudizio culturale è il fenomeno di interpretare e giudicare fenomeni secondo gli standard intrinseci della propria cultura. Con questo approccio, miriamo a sostenere la nostra cultura o il nostro popolo al di sopra di ogni altro.;Kulturell partiskhet är fenomenet att tolka och bedöma fenomen utifrån normer som är inneboende i ens egen kultur. Med detta fokus strävar vi efter att stödja vår egen kultur eller vårt folk framför andra.;Kulturní zaujatost je jev, kdy interpretujeme a hodnotíme jevy podle norem vlastní kultury. S tímto zaměřením chceme podporovat naši kulturu nebo národ před ostatními.;A kulturális elfogultság az a jelenség, amikor saját kultúránk normái szerint értelmezzük és ítéljük meg a jelenségeket. Ezzel a fókuszunkkal a saját kultúránk vagy népünk támogatását célozzuk meg minden más helyett.;Culturele vooringenomenheid is het fenomeen waarbij fenomenen worden geïnterpreteerd en beoordeeld volgens de normen van de eigen cultuur. Met deze focus willen we onze eigen cultuur of volk boven alle anderen ondersteunen.;O viés cultural é o fenômeno de interpretar e julgar os fenômenos pelos padrões inerentes à própria cultura. Com esse enfoque, pretendemos apoiar nossa própria cultura ou povo acima de qualquer outro.;Культурная предвзятость — это явление, при котором явления интерпретируются и оцениваются по стандартам собственной культуры. С этим акцентом мы стремимся поддерживать нашу собственную культуру или народ превыше всего.;Kulttuurinen vinouma on ilmiö, jossa ilmiöitä tulkitaan ja arvioidaan oman kulttuurin normeja käyttäen. Tällä painotuksella pyrimme tukemaan omaa kulttuuriamme tai kansaamme muiden sijaan.;文化偏见是指用自身文化标准来解读和判断现象。通过这一重点，我们旨在优先支持本土文化和人民.
state_building_focus;State Building Focus;Focalisation sur la construction de l'État;Staatsaufbau-Fokus;Budowanie państwa;Enfoque en la construcción del Estado;Focus sulla costruzione dello Stato;Fokus på statlig byggnation;Stavební zaměření státu;Államépítés fókusz;Focus op staatsopbouw;Foco na construção do Estado;Фокус на построении государства;Valtionrakennusfokus;国家建设重点
state_building_focus_desc;State-building is a term used in state theory to describe the construction of a functioning state. With this focus, we aim to secure power and build up our country at all levels.;La construction de l'État est un terme utilisé dans la théorie de l'État pour décrire l'établissement d'un État fonctionnel. Avec ce focus, nous visons à sécuriser le pouvoir et à développer notre pays à tous les niveaux.;Staatsaufbau bezeichnet den Prozess, einen funktionsfähigen Staat zu errichten. Mit diesem Fokus streben wir an, Macht zu sichern und unser Land in allen Bereichen aufzubauen.;Budowanie państwa to termin używany w teorii państwa do opisu tworzenia funkcjonującego państwa. Dzięki temu podejściu dążymy do umocnienia władzy i rozwoju naszego kraju na wszystkich poziomach.;La construcción del Estado es un término usado en la teoría del Estado para describir la creación de un Estado funcional. Con este enfoque, buscamos asegurar el poder y desarrollar nuestro país en todos los niveles.;La costruzione dello Stato è un termine usato nella teoria statale per descrivere l'istituzione di uno Stato funzionante. Con questo focus, miriamo a consolidare il potere e a costruire il nostro paese su tutti i fronti.;Statsbyggande är ett begrepp som beskriver uppbyggnaden av en fungerande stat. Med detta fokus strävar vi efter att säkra makten och bygga upp vårt land på alla nivåer.;Stavební zaměření státu je termín používaný v teorii státu k popisu budování funkčního státu. S tímto zaměřením usilujeme o upevnění moci a rozvoj naší země na všech úrovních.;Az államépítés olyan kifejezés, amely a működő állam felépítését írja le az államelméletben. Ezzel a fókuszunkkal a hatalom megerősítésére és országunk minden szintű fejlesztésére törekszünk.;Staatsopbouw is een term uit de statustheorie die verwijst naar het opbouwen van een functionerende staat. Met deze focus streven we ernaar de macht te beveiligen en ons land op alle niveaus op te bouwen.;A construção do Estado é um termo usado na teoria do Estado para descrever la formação de um Estado funcional. Com esse foco, buscamos assegurar o poder e desenvolver nosso país em todos os níveis.;Построение государства — это термин в теории государства, описывающий создание функционирующего государства. С этим акцентом мы стремимся обеспечить власть и развивать нашу страну на всех уровнях.;Valtionrakennus on käsite, jota käytetään kuvaamaan toimivan valtion rakentamista. Tällä painotuksella pyrimme turvaamaan vallan ja rakentamaan maatamme kaikilla tasoilla.;国家建设是用来描述建立一个有效运转国家的过程。通过这一重点，我们旨在巩固权力并在各个层面建设我们的国家.
corporate_focus;Corporate Focus;Focus sur les entreprises;Unternehmensfokus;Skupienie na korporacjach;Enfoque en las corporaciones;Focus sulle imprese;Företagsfokus;Korporátní zaměření;Vállalati fókusz;Bedrijfsfocus;Foco corporativo;Корпоративный акцент;Yritys-fokus;企业重点
corporate_focus_desc;We focus on corporations and their ability to prosper, knowing that a prosperous corporate economy means plenty of tax revenue and international commercial influence for us. This focus is all about attaining a healthy industry and making money.;Nous nous concentrons sur les entreprises et leur capacité à prospérer, sachant qu'une économie florissante des entreprises signifie de nombreux revenus fiscaux et une influence commerciale internationale pour nous. Ce focus vise à obtenir une industrie saine et à générer des profits.;Wir konzentrieren uns auf Unternehmen und deren Fähigkeit zu florieren, da eine florierende Unternehmenswirtschaft viele Steuereinnahmen und internationalen wirtschaftlichen Einfluss bedeutet. Dieser Fokus zielt darauf ab, eine gesunde Industrie zu erreichen und Geld zu verdienen.;Skupiamy się na korporacjach i ich zdolności do rozwoju, wiedząc, że prosperująca gospodarka korporacyjna oznacza duże wpływy podatkowe i międzynarodowy wpływ handlowy. Nasz cel to osiągnięcie zdrowej branży i generowanie zysków.;Nos centramos en las corporaciones y su capacidad de prosperar, sabiendo que una economía corporativa próspera significa grandes ingresos fiscales e influencia comercial internacional. Este enfoque se basa en lograr una industria saludable y generar ganancias.;Ci concentriamo sulle imprese e sulla loro capacità di prosperare, sapendo che un'economia aziendale fiorente significa molte entrate fiscali e un'influenza commerciale internazionale. Questo focus mira a ottenere un settore industriale sano e a generare profitti.;Vi fokuserar på företag och deras förmåga att blomstra, med vetskapen om att en framgångsrik företagssektor innebär stora skatteintäkter och internationell kommersiell påverkan. Detta fokus handlar om att uppnå en hälsosam industri och tjäna pengar.;Zaměřujeme se na korporace a jejich schopnost prosperovat, vědomi si toho, že prosperující firemní ekonomika přináší vysoké daňové příjmy a mezinárodní obchodní vliv. Tento přístup je zaměřen na dosažení zdravého průmyslu a ziskovosti.;A vállalatokra és azok prosperálási képességére összpontosítunk, tudva, hogy egy virágzó vállalati gazdaság bőséges adóbevételeket és nemzetközi kereskedelmi befolyást jelent számunkra. Ezzel a fókuszunkkal egy egészséges iparágat kívánunk elérni és profitot termelni.;Wij richten ons op bedrijven en hun vermogen om te floreren, in de wetenschap dat een bloeiende bedrijfssector zorgt voor veel belastinginkomsten en internationale commerciële invloed. Deze focus draait om het bereiken van een gezonde industrie en winst maken.;Focamos nas corporações e na sua capacidade de prosperar, sabendo que uma economia corporativa próspera significa muitos tributos e influência comercial internacional. Este foco é todo sobre alcançar uma indústria saudável e gerar lucro.;Мы сосредотачиваемся на корпорациях и их способности процветать, поскольку процветающая корпоративная экономика означает большие налоговые поступления и международное коммерческое влияние. Этот акцент направлен на достижение здоровой промышленности и получение прибыли.;Keskitymme yrityksiin ja niiden menestymiskykyyn, sillä menestyvä yritystalous takaa runsaasti verotuloja ja kansainvälistä kaupallista vaikutusvaltaa. Tämän painotuksen tarkoituksena on saavuttaa terve teollisuus ja tuottaa voittoa.;我们关注企业及其繁荣能力，因为繁荣的企业经济意味着丰富的税收和国际商业影响。此重点旨在实现健康产业发展并创造利润.
civic_focus;Civic Focus;Focus civique;Bürgerfokus;Skupienie obywatelskie;Enfoque cívico;Focus civico;Medborgarfokus;Občanské zaměření;Polgári fókusz;Burgerfocus;Foco cívico;Гражданский акцент;Kansalaisfokus;公民重点
civic_focus_desc;With our citizens' well-being at heart, let us strive for a well balanced country where all may prosper.;Avec le bien-être de nos citoyens à cœur, œuvrons pour un pays équilibré où chacun peut prospérer.;Mit dem Wohlergehen unserer Bürger im Herzen streben wir ein ausgewogenes Land an, in dem alle gedeihen können.;Dbając o dobro naszych obywateli, dążmy do stworzenia zrównoważonego kraju, w którym wszyscy mogą prosperować.;Con el bienestar de nuestros ciudadanos en el corazón, esforcémonos por un país equilibrado donde todos puedan prosperar.;Con il benessere dei nostri cittadini al centro, sforziamoci per un paese equilibrato in cui tutti possano prosperare.;Medborgarfokus;Občanské zaměření;Polgári fókusz;Burgerfocus;Foco cívico;Гражданский акцент;Kansalaisfokus;以公民福祉为本，我们致力于建设一个人人都能繁荣的平衡国家.
equality_focus;Equality Focus;Focus égalité;Gleichheitsfokus;Skupienie na równości;Enfoque en la igualdad;Focus sull'uguaglianza;Jämlikhetsfokus;Rovnostní zaměření;Egyenlőségi fókusz;Gelijkheidsfocus;Foco na igualdade;Акцент na равенство;Tasa-arvopainotus;平等重点
equality_focus_desc;All people should be treated as equals and have the same political, economic, social, and civil rights. Perhaps not only within our borders, either...;Toutes les personnes devraient être traitées sur un pied d'égalité et disposer des mêmes droits politiques, économiques, sociaux et civils. Peut-être même au-delà de nos frontières...;Alle Menschen sollten gleich behandelt werden und die gleichen politischen, wirtschaftlichen, sozialen und bürgerlichen Rechte haben. Vielleicht auch über unsere Grenzen hinaus...;Wszyscy ludzie powinni być traktowani jako równi i mieć te same prawa polityczne, ekonomiczne, społeczne i cywilne. Może nie tylko w obrębie naszych granic...;Todas las personas deben ser tratadas como iguales y tener los mismos derechos políticos, económicos, sociales y civiles. Quizás incluso más allá de nuestras fronteras...;Tutte le persone dovrebbero essere trattate come uguali e avere gli stessi diritti politici, economici, sociali e civili. Forse non solo entro i nostri confini...;Alla människor bör behandlas lika och ha samma politiska, ekonomiska, sociala och civila rättigheter. Kanske inte bara inom våra gränser...;Všichni lidé by měli být považováni za rovné a mít stejná politická, ekonomická, sociální a občanská práva. Možná i mimo naše hranice...;Minden embert egyenlőként kell kezelni, és ugyanolyan politikai, gazdasági, társadalmi és polgári jogokkal kell rendelkeznie. Talán nem csak határainkon belül...;Alle mensen zouden gelijk behandeld moeten worden en dezelfde politieke, economische, sociale en burgerrechten moeten hebben. Misschien ook daarbuiten...;Todas as pessoas devem ser tratadas como iguais e ter os mesmos direitos políticos, econômicos, sociais e civis. Talvez não apenas dentro das nossas fronteiras...;Все люди должны рассматриваться как равные и иметь одинаковые политические, экономические, социальные и гражданские права. Возможно, даже за пределами наших границ...;Kaikkia ihmisiä tulisi kohdella tasavertaisesti ja heillä tulisi olla samat poliittiset, taloudelliset, sosiaaliset ja kansalaisoikeudet. Ehkä jopa kansainvälisesti...;所有人都应受到平等对待，并拥有相同的政治、经济、社会及民事权利。甚至可能不仅限于我们国界内。
humanitarian_focus;Humanitarian Focus;Focus humanitaire;Humanitärer Fokus;Skupienie humanitarne;Enfoque humanitario;Focus umanitario;Humanitärt fokus;Humanitární zaměření;Humanitárius fókusz;Humanitaire focus;Foco humanitário;Гуманитарный акцент;Humanitaarinen fokus;人道重点
humanitarian_focus_desc;No distinction is to be made in the face of suffering or abuse on grounds of gender, sexual orientation, tribe, caste, age, religion, or nationality. We focus on ensuring basic human rights for every person in order to build a fair society.;Aucune distinction ne doit être faite face à la souffrance ou à l'abus en raison du sexe, de l'orientation sexuelle, de la tribu, de la caste, de l'âge, de la religion ou de la nationalité. Nous nous concentrons sur la garantie des droits humains fondamentaux pour chaque personne afin de construire une société équitable.;Angesichts von Leid oder Missbrauch darf nicht nach Geschlecht, sexueller Orientierung, Stamm, Kaste, Alter, Religion oder Nationalität unterschieden werden. Wir konzentrieren uns darauf, jedem Menschen grundlegende Menschenrechte zu gewährleisten, um eine gerechte Gesellschaft aufzubauen.;Nigdy nie należy dokonywać rozróżnienia w obliczu cierpienia lub nadużyć z powodu płci, orientacji seksualnej, plemienia, kast, wieku, religii lub narodowości. Skupiamy się na zapewnieniu podstawowych praw człowieka każdemu, aby zbudować sprawiedliwe społeczeństwo.;No se debe hacer distinción frente al sufrimiento o abuso por motivos de género, orientación sexual, tribu, casta, edad, religión o nacionalidad. Nos enfocamos en garantizar los derechos humanos básicos para cada persona con el fin de construir une société juste.;Non si deve fare alcuna distinzione di fronte alla sofferenza o agli abusi basati su genere, orientamento sessuale, tribù, casta, età, religione o nazionalità. Il nostro obiettivo è garantire i diritti umani fondamentali per ogni individuo per costruire una società equa.;Ingen åtskillnad får göras vid lidande eller missbruk på grund av kön, sexuell läggning, stam, kast, ålder, religion eller nationalitet. Vi fokuserar på att säkerställa grundläggande mänskliga rättigheter för varje person för att bygga ett rättvist samhälle.;Nesmí se dělat rozdíl v případě utrpení nebo zneužívání na základě pohlaví, sexuální orientace, kmene, kasty, věku, náboženství či národnosti. Zaměřujeme se na zajištění základních lidských práv pro každého, abychom vybudovali spravedlivou společnost.;A szenvedés vagy a visszaélés esetén nem szabad megkülönböztetni nemet, szexuális orientációt, törzset, kasztot, kort, vallást vagy nemzetiséget. Az a célunk, hogy minden ember számára biztosítsuk az alapvető emberi jogokat, hogy igazságos társadalmat építsünk.;Er mag geen onderscheid worden gemaakt in geval van lijden of misbruik op basis van geslacht, seksuele geaardheid, stam, kaste, leeftijd, religie of nationaliteit. We richten ons erop om de basisrechten van elke persoon te waarborgen, om zo een rechtvaardige samenleving op te bouwen.;Não deve haver distinção diante do sofrimento ou abuso com base em gênero, orientação sexual, tribo, casta, idade, religião ou nacionalidade. Focamos em garantir os direitos humanos básicos para cada pessoa, a fim de construir uma sociedade justa.;При виде страданий или злоупотреблений не следует делать различий по признакам пола, сексуальной ориентации, племени, касте, возрасту, религии или национальности. Мы сосредотачиваемся на обеспечении базовых прав человека для каждого, чтобы построить справедливое общество.;Ei tule tehdä eroa kärsimyksen tai hyväksikäytön edessä sukupuolen, seksuaalisen suuntautumisen, heimoyhteyden, kastin, iän, uskonnon tai kansallisuuden perusteella. Keskitymme varmistamaan jokaiselle perustavanlaatuiset ihmisoikeudet oikeudenmukaisen yhteiskunnan rakentamiseksi.;面对痛苦或虐待时，不应因性别、性取向、部落、种姓、年龄、宗教或国籍而有所区别。我们致力于保障每个人的基本人权，以建立一个公正的社会。
imperialism;Imperialism;Impérialisme;Imperialismus;Imperializm;Imperialismo;Imperialismo;Imperialism;Imperialismus;Imperializmus;Imperialisme;Imperialismo;Империализм;Imperialismi;帝国主义
